"year","species","catch","type"
1988,"CER",2.28,"FREIRE"
1988,"BLF",601.337,"FREIRE"
1989,"WAH",162.935,"FREIRE"
1989,"FRI",247.554,"FREIRE"
1989,"DOL",3393.781,"FREIRE"
1989,"LTA",704.325,"FREIRE"
1989,"BON",780.406,"FREIRE"
1989,"BRS",7133.379,"FREIRE"
1989,"KGM",2065.729,"FREIRE"
1989,"CER",2.701,"FREIRE"
1989,"BLF",558.523,"FREIRE"
1990,"WAH",166.94,"FREIRE"
1990,"FRI",348.765,"FREIRE"
1990,"DOL",3559.362,"FREIRE"
1990,"LTA",703.685,"FREIRE"
1990,"BON",713.729,"FREIRE"
1990,"BRS",6970.470571,"FREIRE"
1990,"KGM",2120.465,"FREIRE"
1990,"CER",2.837,"FREIRE"
1990,"BLF",201.652,"FREIRE"
1991,"WAH",171.942,"FREIRE"
1991,"FRI",429.279,"FREIRE"
1991,"DOL",3690.972,"FREIRE"
1991,"LTA",930.839,"FREIRE"
1991,"BON",695.929,"FREIRE"
1991,"BRS",7520.700143,"FREIRE"
1991,"KGM",2261.551,"FREIRE"
1991,"CER",3.023,"FREIRE"
1991,"BLF",288.618,"FREIRE"
1992,"WAH",176.947,"FREIRE"
1992,"FRI",468.412,"FREIRE"
1992,"DOL",3893.814,"FREIRE"
1992,"LTA",1302.111,"FREIRE"
1992,"BON",676.511,"FREIRE"
1992,"BRS",7005.170714,"FREIRE"
1992,"KGM",2155.068,"FREIRE"
1992,"CER",3.211,"FREIRE"
1992,"BLF",436.597,"FREIRE"
1993,"WAH",181.949,"FREIRE"
1993,"FRI",528.448,"FREIRE"
1993,"DOL",4019.275,"FREIRE"
1993,"LTA",1175.144,"FREIRE"
1993,"BON",655.615,"FREIRE"
1993,"BRS",6492.762286,"FREIRE"
1993,"KGM",2677.294,"FREIRE"
1993,"CER",3.398,"FREIRE"
1993,"BLF",534.713,"FREIRE"
1994,"WAH",167.152,"FREIRE"
1994,"FRI",594.874,"FREIRE"
1994,"DOL",4196.647,"FREIRE"
1994,"LTA",1284.189,"FREIRE"
1994,"BON",636.245,"FREIRE"
1994,"BRS",6721.168857,"FREIRE"
1994,"KGM",2803.014,"FREIRE"
1994,"CER",3.584,"FREIRE"
1994,"BLF",383.828,"FREIRE"
1995,"WAH",155.03,"FREIRE"
1995,"FRI",626.886,"FREIRE"
1995,"DOL",4582.791,"FREIRE"
1995,"LTA",1736.616,"FREIRE"
1995,"BON",656.806,"FREIRE"
1995,"BRS",6783.042429,"FREIRE"
1995,"KGM",2767.848,"FREIRE"
1995,"CER",3.771,"FREIRE"
1995,"BLF",293.211,"FREIRE"
1996,"WAH",324.695,"FREIRE"
1996,"FRI",785.625,"FREIRE"
1996,"DOL",3766.755,"FREIRE"
1996,"LTA",1391.552,"FREIRE"
1996,"BON",1019.815,"FREIRE"
1996,"BRS",8235.257,"FREIRE"
1996,"KGM",3130.114,"FREIRE"
1996,"CER",5.436,"FREIRE"
1996,"BLF",345.097,"FREIRE"
1997,"WAH",240.374,"FREIRE"
1997,"FRI",342.75,"FREIRE"
1997,"DOL",5293.281,"FREIRE"
1997,"LTA",1480.503,"FREIRE"
1997,"BON",735.311,"FREIRE"
1997,"BRS",6808.476,"FREIRE"
1997,"KGM",3734.829,"FREIRE"
1997,"CER",6.744,"FREIRE"
1997,"BLF",173.813,"FREIRE"
1998,"WAH",239.515,"FREIRE"
1998,"FRI",226.025,"FREIRE"
1998,"DOL",4872.7,"FREIRE"
1998,"LTA",911.643,"FREIRE"
1998,"BON",636.038,"FREIRE"
1998,"BRS",6352.68,"FREIRE"
1998,"KGM",4111.559,"FREIRE"
1998,"CER",4.961,"FREIRE"
1998,"BLF",346.159,"FREIRE"
1999,"WAH",359.36,"FREIRE"
1999,"FRI",349.425,"FREIRE"
1999,"DOL",3748.578,"FREIRE"
1999,"LTA",1148.338,"FREIRE"
1999,"BON",1771.923,"FREIRE"
1999,"BRS",13735.912,"FREIRE"
1999,"KGM",3945.257,"FREIRE"
1999,"CER",6.252,"FREIRE"
1999,"BLF",433.18,"FREIRE"
2000,"WAH",414.434,"FREIRE"
2000,"FRI",348.35,"FREIRE"
2000,"DOL",5126.033,"FREIRE"
2000,"LTA",573.157,"FREIRE"
2000,"BON",2543.514,"FREIRE"
2000,"BRS",11332.058,"FREIRE"
2000,"KGM",3421.114,"FREIRE"
2000,"CER",6.099,"FREIRE"
2000,"BLF",557.705,"FREIRE"
2001,"WAH",358.913,"FREIRE"
2001,"FRI",246.755,"FREIRE"
2001,"DOL",5254.044,"FREIRE"
2001,"LTA",1104.143,"FREIRE"
2001,"BON",768.411,"FREIRE"
2001,"BRS",9755.367,"FREIRE"
2001,"KGM",2725.36,"FREIRE"
2001,"CER",9.48,"FREIRE"
2001,"BLF",562.752,"FREIRE"
2002,"WAH",351.995,"FREIRE"
2002,"FRI",353.718,"FREIRE"
2002,"DOL",6431.808,"FREIRE"
2002,"LTA",874.895,"FREIRE"
2002,"BON",1481.054,"FREIRE"
2002,"BRS",10755.422,"FREIRE"
2002,"KGM",3248.445,"FREIRE"
2002,"CER",8.341,"FREIRE"
2002,"BLF",811.643,"FREIRE"
2003,"WAH",491.514,"FREIRE"
2003,"FRI",1093.874,"FREIRE"
2003,"DOL",8724.013,"FREIRE"
2003,"LTA",883.001,"FREIRE"
2003,"BON",1458.77,"FREIRE"
2003,"BRS",10178.79,"FREIRE"
2003,"KGM",3947.845,"FREIRE"
2003,"CER",7.713,"FREIRE"
2003,"BLF",524.052,"FREIRE"
2004,"WAH",609.315,"FREIRE"
2004,"FRI",487.724,"FREIRE"
2004,"DOL",7588.247,"FREIRE"
2004,"LTA",895.978,"FREIRE"
2004,"BON",1102.434,"FREIRE"
2004,"BRS",10126.258,"FREIRE"
2004,"KGM",4170.944,"FREIRE"
2004,"CER",6.914,"FREIRE"
2004,"BLF",493.006,"FREIRE"
2005,"WAH",838.385,"FREIRE"
2005,"FRI",488.947,"FREIRE"
2005,"DOL",7962.801,"FREIRE"
2005,"LTA",967.076,"FREIRE"
2005,"BON",1215.389,"FREIRE"
2005,"BRS",10405.147,"FREIRE"
2005,"KGM",4256.104,"FREIRE"
2005,"CER",8.969,"FREIRE"
2005,"BLF",475.221,"FREIRE"
2006,"WAH",524.866,"FREIRE"
2006,"FRI",523.505,"FREIRE"
2006,"DOL",9507.632,"FREIRE"
2006,"LTA",1066.542,"FREIRE"
2006,"BON",1381.388,"FREIRE"
2006,"BRS",10977.556,"FREIRE"
2006,"KGM",3851.096,"FREIRE"
2006,"CER",13.047,"FREIRE"
2006,"BLF",500.221,"FREIRE"
2007,"WAH",451.36,"FREIRE"
2007,"FRI",1107.429,"FREIRE"
2007,"DOL",9665.909,"FREIRE"
2007,"LTA",998.174,"FREIRE"
2007,"BON",920.808,"FREIRE"
2007,"BRS",8557.534,"FREIRE"
2007,"KGM",3269.1,"FREIRE"
2007,"CER",11.994,"FREIRE"
2007,"BLF",408.845,"FREIRE"
2008,"WAH",437.668,"FREIRE"
2008,"FRI",178.803,"FREIRE"
2008,"DOL",7263.212,"FREIRE"
2008,"LTA",650.965,"FREIRE"
2008,"BON",1111.563,"FREIRE"
2008,"BRS",9856.61,"FREIRE"
2008,"KGM",3662.167,"FREIRE"
2008,"CER",11.337,"FREIRE"
2008,"BLF",311.004,"FREIRE"
2009,"WAH",426.635,"FREIRE"
2009,"FRI",279.144,"FREIRE"
2009,"DOL",6801.211,"FREIRE"
2009,"LTA",682.815,"FREIRE"
2009,"BON",1003.412,"FREIRE"
2009,"BRS",9948.716,"FREIRE"
2009,"KGM",3677.445,"FREIRE"
2009,"CER",12.126,"FREIRE"
2009,"BLF",229.7735,"FREIRE"
2010,"WAH",370.028,"FREIRE"
2010,"FRI",294.267,"FREIRE"
2010,"DOL",7857.757,"FREIRE"
2010,"LTA",929.638,"FREIRE"
2010,"BON",943.142,"FREIRE"
2010,"BRS",9509.864,"FREIRE"
2010,"KGM",3608.797,"FREIRE"
2010,"CER",11.819,"FREIRE"
2010,"BLF",320.837,"FREIRE"
2011,"WAH",402.424,"FREIRE"
2011,"FRI",628.248,"FREIRE"
2011,"DOL",7261.126,"FREIRE"
2011,"LTA",1160.528,"FREIRE"
2011,"BON",1059.973,"FREIRE"
2011,"BRS",9875.49,"FREIRE"
2011,"KGM",3667.844,"FREIRE"
2011,"CER",11.761,"FREIRE"
2011,"BLF",540.029,"FREIRE"
2012,"WAH",328.991,"FREIRE"
2012,"FRI",294.451,"FREIRE"
2012,"DOL",6377.969,"FREIRE"
2012,"LTA",859.879,"FREIRE"
2012,"BON",1041.519,"FREIRE"
2012,"BRS",9604.771,"FREIRE"
2012,"KGM",3476.486,"FREIRE"
2012,"CER",11.901,"FREIRE"
2012,"BLF",1058.408,"FREIRE"
2013,"WAH",323.388,"FREIRE"
2013,"FRI",176.939,"FREIRE"
2013,"DOL",6409.209,"FREIRE"
2013,"LTA",620.02,"FREIRE"
2013,"BON",979.214,"FREIRE"
2013,"BRS",9734.018,"FREIRE"
2013,"KGM",3410.417,"FREIRE"
2013,"CER",11.827,"FREIRE"
2013,"BLF",652.392,"FREIRE"
2014,"WAH",303.508,"FREIRE"
2014,"FRI",388.33,"FREIRE"
2014,"DOL",7113.726,"FREIRE"
2014,"LTA",757.139,"FREIRE"
2014,"BON",990.814,"FREIRE"
2014,"BRS",9751.518,"FREIRE"
2014,"KGM",3675.581,"FREIRE"
2014,"CER",11.83,"FREIRE"
2014,"BLF",913.148,"FREIRE"
2015,"WAH",215.532,"FREIRE"
2015,"FRI",456.596,"FREIRE"
2015,"DOL",6872.88,"FREIRE"
2015,"LTA",747.867,"FREIRE"
2015,"BON",1003.084,"FREIRE"
2015,"BRS",9620.056,"FREIRE"
2015,"KGM",3524.253,"FREIRE"
2015,"CER",11.853,"FREIRE"
2015,"BLF",561.825,"FREIRE"
2016,"WAH",0,"FREIRE"
2016,"FRI",0,"FREIRE"
2016,"DOL",0,"FREIRE"
2016,"LTA",0,"FREIRE"
2016,"BON",0,"FREIRE"
2016,"BRS",0,"FREIRE"
2016,"KGM",0,"FREIRE"
2016,"CER",0,"FREIRE"
2016,"BLF",0,"FREIRE"
2017,"WAH",0,"FREIRE"
2017,"FRI",0,"FREIRE"
2017,"DOL",0,"FREIRE"
2017,"LTA",0,"FREIRE"
2017,"BON",0,"FREIRE"
2017,"BRS",0,"FREIRE"
2017,"KGM",0,"FREIRE"
2017,"CER",0,"FREIRE"
2017,"BLF",0,"FREIRE"
2018,"WAH",0,"FREIRE"
2018,"FRI",0,"FREIRE"
2018,"DOL",0,"FREIRE"
2018,"LTA",0,"FREIRE"
2018,"BON",0,"FREIRE"
2018,"BRS",0,"FREIRE"
2018,"KGM",0,"FREIRE"
2018,"CER",0,"FREIRE"
2018,"BLF",0,"FREIRE"
2019,"WAH",0,"FREIRE"
2019,"FRI",0,"FREIRE"
2019,"DOL",0,"FREIRE"
2019,"LTA",0,"FREIRE"
2019,"BON",0,"FREIRE"
2019,"BRS",0,"FREIRE"
2019,"KGM",0,"FREIRE"
2019,"CER",0,"FREIRE"
2019,"BLF",0,"FREIRE"
2020,"WAH",0,"FREIRE"
2020,"FRI",0,"FREIRE"
2020,"DOL",0,"FREIRE"
2020,"LTA",0,"FREIRE"
2020,"BON",0,"FREIRE"
2020,"BRS",0,"FREIRE"
2020,"KGM",0,"FREIRE"
2020,"CER",0,"FREIRE"
2020,"BLF",0,"FREIRE"
2000,"BLF",0,"PMAP"
2000,"BON",0,"PMAP"
2000,"BRS",53.057,"PMAP"
2000,"DOL",531.403,"PMAP"
2000,"FRI",1182.639,"PMAP"
2000,"KGM",6.494,"PMAP"
2000,"LTA",0,"PMAP"
2000,"WAH",0,"PMAP"
2001,"BLF",0,"PMAP"
2001,"BON",0,"PMAP"
2001,"BRS",17.204,"PMAP"
2001,"DOL",4127.005,"PMAP"
2001,"FRI",1633.921,"PMAP"
2001,"KGM",4.539,"PMAP"
2001,"LTA",0,"PMAP"
2001,"WAH",0,"PMAP"
2002,"BLF",0,"PMAP"
2002,"BON",0,"PMAP"
2002,"BRS",165.019,"PMAP"
2002,"DOL",3284.61998,"PMAP"
2002,"FRI",3259.223,"PMAP"
2002,"KGM",0.17,"PMAP"
2002,"LTA",0,"PMAP"
2002,"WAH",0,"PMAP"
2003,"BLF",20.4,"PMAP"
2003,"BON",0,"PMAP"
2003,"BRS",27.761,"PMAP"
2003,"DOL",12093.97,"PMAP"
2003,"FRI",15657.289,"PMAP"
2003,"KGM",9.656,"PMAP"
2003,"LTA",0,"PMAP"
2003,"WAH",0,"PMAP"
2004,"BLF",0,"PMAP"
2004,"BON",0,"PMAP"
2004,"BRS",136.884,"PMAP"
2004,"DOL",5521.8261,"PMAP"
2004,"FRI",5345.2029,"PMAP"
2004,"KGM",35.224,"PMAP"
2004,"LTA",114.58,"PMAP"
2004,"WAH",0,"PMAP"
2005,"BLF",0,"PMAP"
2005,"BON",0,"PMAP"
2005,"BRS",5.1,"PMAP"
2005,"DOL",4851.443,"PMAP"
2005,"FRI",5233.382,"PMAP"
2005,"KGM",22.236,"PMAP"
2005,"LTA",3.4,"PMAP"
2005,"WAH",0,"PMAP"
2006,"BLF",0,"PMAP"
2006,"BON",0,"PMAP"
2006,"BRS",165.495,"PMAP"
2006,"DOL",10202.584,"PMAP"
2006,"FRI",5222.128,"PMAP"
2006,"KGM",11.101,"PMAP"
2006,"LTA",0,"PMAP"
2006,"WAH",0,"PMAP"
2007,"BLF",5.287,"PMAP"
2007,"BON",0,"PMAP"
2007,"BRS",21.964,"PMAP"
2007,"DOL",6821.60734,"PMAP"
2007,"FRI",6668.47321,"PMAP"
2007,"KGM",0.255,"PMAP"
2007,"LTA",25.5,"PMAP"
2007,"WAH",0,"PMAP"
2008,"BLF",34,"PMAP"
2008,"BON",0,"PMAP"
2008,"BRS",7.514,"PMAP"
2008,"DOL",11441.136,"PMAP"
2008,"FRI",2573.545,"PMAP"
2008,"KGM",0.969,"PMAP"
2008,"LTA",0,"PMAP"
2008,"WAH",0,"PMAP"
2009,"BLF",214.914,"PMAP"
2009,"BON",3.4,"PMAP"
2009,"BRS",32.028,"PMAP"
2009,"DOL",8085.506,"PMAP"
2009,"FRI",4420.561,"PMAP"
2009,"KGM",0.765,"PMAP"
2009,"LTA",0,"PMAP"
2009,"WAH",0,"PMAP"
2010,"BLF",515.1,"PMAP"
2010,"BON",0.187,"PMAP"
2010,"BRS",0,"PMAP"
2010,"DOL",9841.776,"PMAP"
2010,"FRI",4569.753,"PMAP"
2010,"KGM",3.74,"PMAP"
2010,"LTA",0,"PMAP"
2010,"WAH",0,"PMAP"
2011,"BLF",766.7,"PMAP"
2011,"BON",0,"PMAP"
2011,"BRS",126.259,"PMAP"
2011,"DOL",7801.334,"PMAP"
2011,"FRI",5872.361,"PMAP"
2011,"KGM",48.875,"PMAP"
2011,"LTA",374,"PMAP"
2011,"WAH",0,"PMAP"
2012,"BLF",2133.619,"PMAP"
2012,"BON",0,"PMAP"
2012,"BRS",43.299,"PMAP"
2012,"DOL",18648.439,"PMAP"
2012,"FRI",2738.037,"PMAP"
2012,"KGM",92.65,"PMAP"
2012,"LTA",11.22,"PMAP"
2012,"WAH",0,"PMAP"
2013,"BLF",161.5,"PMAP"
2013,"BON",0,"PMAP"
2013,"BRS",179.979,"PMAP"
2013,"DOL",4098.564,"PMAP"
2013,"FRI",1261.417,"PMAP"
2013,"KGM",3.043,"PMAP"
2013,"LTA",0,"PMAP"
2013,"WAH",0,"PMAP"
2014,"BLF",193.749,"PMAP"
2014,"BON",0,"PMAP"
2014,"BRS",7.99,"PMAP"
2014,"DOL",3800.673,"PMAP"
2014,"FRI",608.804,"PMAP"
2014,"KGM",1.598,"PMAP"
2014,"LTA",0,"PMAP"
2014,"WAH",0,"PMAP"
2015,"BLF",35.7,"PMAP"
2015,"BON",0,"PMAP"
2015,"BRS",0,"PMAP"
2015,"DOL",179.86,"PMAP"
2015,"FRI",218.161,"PMAP"
2015,"KGM",0,"PMAP"
2015,"LTA",0,"PMAP"
2015,"WAH",0,"PMAP"
2016,"BLF",148.0496,"PMAP"
2016,"BON",6.8,"PMAP"
2016,"BRS",346.715,"PMAP"
2016,"DOL",2479.331,"PMAP"
2016,"FRI",929.492,"PMAP"
2016,"KGM",32.317,"PMAP"
2016,"LTA",15.3935,"PMAP"
2016,"WAH",0,"PMAP"
2017,"BLF",526.8555,"PMAP"
2017,"BON",66.368,"PMAP"
2017,"BRS",5352.467,"PMAP"
2017,"DOL",12101.1236,"PMAP"
2017,"FRI",1153.2885,"PMAP"
2017,"KGM",436.458,"PMAP"
2017,"LTA",158.134,"PMAP"
2017,"WAH",0,"PMAP"
2018,"BLF",2129.2925,"PMAP"
2018,"BON",35.241,"PMAP"
2018,"BRS",13341.311,"PMAP"
2018,"DOL",1499.74,"PMAP"
2018,"FRI",1447.465,"PMAP"
2018,"KGM",202.3,"PMAP"
2018,"LTA",366.078,"PMAP"
2018,"WAH",0,"PMAP"
2019,"BLF",3123.937,"PMAP"
2019,"BON",0.918,"PMAP"
2019,"BRS",12102.963,"PMAP"
2019,"DOL",5748.074,"PMAP"
2019,"FRI",11315.1575,"PMAP"
2019,"KGM",46.461,"PMAP"
2019,"LTA",680.714,"PMAP"
2019,"WAH",0,"PMAP"
2020,"BLF",12308.9197,"PMAP"
2020,"BON",0.221,"PMAP"
2020,"BRS",0,"PMAP"
2020,"DOL",576.13,"PMAP"
2020,"FRI",1170.212,"PMAP"
2020,"KGM",10.149,"PMAP"
2020,"LTA",303.722,"PMAP"
2020,"WAH",7.225,"PMAP"
2021,"BLF",15233.39683,"PMAP"
2021,"BON",0,"PMAP"
2021,"BRS",0,"PMAP"
2021,"DOL",4170.864,"PMAP"
2021,"FRI",839.674,"PMAP"
2021,"KGM",5.92,"PMAP"
2021,"LTA",142.8885,"PMAP"
2021,"WAH",1.04,"PMAP"
2022,"BLF",32,"PMAP"
2022,"BON",0,"PMAP"
2022,"BRS",0,"PMAP"
2022,"DOL",771.76,"PMAP"
2022,"FRI",0,"PMAP"
2022,"KGM",5.456,"PMAP"
2022,"LTA",416,"PMAP"
2022,"WAH",0,"PMAP"
